Region;Country;Latitude;Longitude;Date;Confirmed;Deaths
;Angola;-11.2027;17.8739;2/19/20;0;0
;Lebanon;33.8547;35.8623;3/24/20;318;4
;Tanzania;-6.369;34.8888;2/16/20;0;0
;Burma;21.9162;95.956;2/23/20;0;0
;Suriname;3.9193;-56.0278;2/25/20;0;0
;Bahrain;26.0275;50.55;3/14/20;210;0
;MS Zaandam;0;0;2/24/20;0;0
;MS Zaandam;0;0;3/10/20;0;0
;Holy See;41.9029;12.4534;1/30/20;0;0
;Luxembourg;49.8153;6.1296;2/5/20;0;0
;New Zealand;-40.9006;174.886;1/27/20;0;0
;Oman;21;57;3/26/20;109;0
;South Sudan;6.877;31.307;2/17/20;0;0
;Angola;-11.2027;17.8739;3/30/20;7;2
;Ukraine;48.3794;31.1656;2/23/20;0;0
;Congo (Kinshasa);-4.0383;21.7587;4/7/20;180;18
;Djibouti;11.8251;42.5903;2/11/20;0;0
;Equatorial Guinea;1.5;10;2/12/20;0;0
;"Korea; South";36;2/7/20;23;0
;Niger;17.6078;8.0817;2/3/20;0;0
;Djibouti;11.8251;42.5903;3/21/20;1;0
;Peru;-9.19;-75.0152;2/25/20;0;0
;Cambodia;11.55;104.9167;1/24/20;0;0
;Angola;-11.2027;17.8739;3/7/20;0;0
;Congo (Kinshasa);-4.0383;21.7587;3/18/20;4;0
;Somalia;5.1521;46.1996;2/21/20;0;0
;Guinea-Bissau;11.8037;-15.1804;2/14/20;0;0
;Brazil;-14.235;-51.9253;1/25/20;0;0
;Belgium;50.8333;4;2/7/20;1;0
;Lebanon;33.8547;35.8623;2/14/20;0;0
;Croatia;45.1;15.2;2/9/20;0;0
;Pakistan;30.3753;69.3451;4/4/20;2818;41
;Diamond Princess;0;0;4/2/20;712;11
;Suriname;3.9193;-56.0278;3/23/20;5;0
;Denmark;56.2639;9.5018;2/20/20;0;0
;Mexico;23.6345;-102.5528;2/26/20;0;0
;Pakistan;30.3753;69.3451;3/26/20;1201;9
;Barbados;13.1939;-59.5432;1/27/20;0;0
;Morocco;31.7917;-7.0926;2/27/20;0;0
;Togo;8.6195;0.8248;2/12/20;0;0
;Iran;32;53;3/1/20;978;54
;Hungary;47.1625;19.5033;2/7/20;0;0
;Lithuania;55.1694;23.8813;1/31/20;0;0
;Cyprus;35.1264;33.4299;4/7/20;494;9
;Finland;64;26;1/28/20;0;0
;Holy See;41.9029;12.4534;1/29/20;0;0
;Bulgaria;42.7339;25.4858;1/28/20;0;0
;Uzbekistan;41.3775;64.5853;2/19/20;0;0
;Lebanon;33.8547;35.8623;2/26/20;2;0
;Montenegro;42.5;19.3;2/7/20;0;0
;Ukraine;48.3794;31.1656;2/11/20;0;0
;Sri Lanka;7;81;4/7/20;185;6
;Suriname;3.9193;-56.0278;2/13/20;0;0
;Timor-Leste;-8.874217;125.727539;1/23/20;0;0
;Guinea-Bissau;11.8037;-15.1804;3/24/20;0;0
;MS Zaandam;0;0;2/12/20;0;0
;Peru;-9.19;-75.0152;2/13/20;0;0
;Equatorial Guinea;1.5;10;3/22/20;6;0
;Eswatini;-26.5225;31.4659;2/25/20;0;0
;Syria;34.802075;38.996815;2/25/20;0;0
;Somalia;5.1521;46.1996;3/31/20;5;0
Zhejiang;China;29.1832;120.0934;1/24/20;43;0
;Estonia;58.5953;25.0136;2/29/20;1;0
;Ethiopia;9.145;40.4897;4/7/20;52;2
;Timor-Leste;-8.874217;125.727539;4/2/20;1;0
;Mexico;23.6345;-102.5528;2/14/20;0;0
;Togo;8.6195;0.8248;2/24/20;0;0
;Pakistan;30.3753;69.3451;3/14/20;31;0
Yukon;Canada;64.2823;-135;2/29/20;0;0
;Morocco;31.7917;-7.0926;2/15/20;0;0
;San Marino;43.9424;12.4578;2/29/20;1;0
;Diamond Princess;0;0;1/23/20;0;0
;Latvia;56.8796;24.6032;2/10/20;0;0
;Liechtenstein;47.14;9.55;2/10/20;0;0
;Romania;45.9432;24.9668;3/10/20;25;0
;Hungary;47.1625;19.5033;4/1/20;525;20
;Rwanda;-1.9403;29.8739;1/25/20;0;0
;Mauritania;21.0079;10.9408;3/13/20;0;0
;Afghanistan;33;65;3/18/20;22;0
;Montenegro;42.5;19.3;3/16/20;0;0
;"Korea; South";36;4/1/20;9786;162
;Belize;13.1939;-59.5432;3/27/20;2;0
;Iceland;64.9631;-19.0208;3/9/20;58;0
;Luxembourg;49.8153;6.1296;3/21/20;670;8
;Madagascar;-18.7669;46.8691;4/2/20;59;0
;Malawi;-13.254308;34.301525;2/27/20;0;0
;Bosnia and Herzegovina;43.9159;17.6791;2/22/20;0;0
;Malta;35.9375;14.3754;3/11/20;6;0
;Mali;17.570692;-3.996166;3/2/20;0;0
;Indonesia;-0.7893;113.9213;3/14/20;96;5
;Nepal;28.1667;84.25;3/24/20;2;0
;Burma;21.9162;95.956;2/8/20;0;0
;Mexico;23.6345;-102.5528;3/13/20;12;0
;Romania;45.9432;24.9668;3/22/20;433;3
;Saint Vincent and the Grenadines;12.9843;-61.2872;3/27/20;1;0
;Zimbabwe;-20;30;2/17/20;0;0
;Somalia;5.1521;46.1996;3/9/20;0;0
;Bangladesh;23.685;90.3563;2/3/20;0;0
;Kuwait;29.5;47.75;1/26/20;0;0
;Indonesia;-0.7893;113.9213;3/26/20;893;78
Yukon;Canada;64.2823;-135;2/17/20;0;0
;Kazakhstan;48.0196;66.9237;3/2/20;0;0
;Belize;13.1939;-59.5432;3/15/20;0;0
;Kyrgyzstan;41.2044;74.7661;4/5/20;147;1
;Thailand;15;101;2/28/20;41;0
;Libya;26.3351;17.228331;3/15/20;0;0
;Singapore;1.2833;103.8333;2/24/20;89;0
;Philippines;13;122;2/20/20;3;1
;Tunisia;34;9;4/7/20;623;23
;Zambia;-15.4167;28.2833;3/21/20;2;0
;Cuba;22;-80;2/5/20;0;0
Saint Pierre and Miquelon;France;46.8852;-56.3159;4/6/20;1;0
;Latvia;56.8796;24.6032;2/22/20;0;0
;Laos;19.85627;102.495496;1/28/20;0;0
;Denmark;56.2639;9.5018;3/6/20;23;0
;Guinea;9.9456;-9.6966;2/4/20;0;0
Saint Pierre and Miquelon;France;46.8852;-56.3159;2/2/20;0;0
;Mauritania;21.0079;10.9408;3/25/20;2;0
;Nigeria;9.082;8.6753;3/15/20;2;0
;Honduras;15.2;-86.2419;3/24/20;30;0
;Nepal;28.1667;84.25;3/12/20;1;0
;Montenegro;42.5;19.3;4/1/20;123;2
;Mauritius;-20.2;57.5;3/21/20;14;1
;Guinea-Bissau;11.8037;-15.1804;3/9/20;0;0
;Namibia;-22.9576;18.4904;4/1/20;14;0
;Cambodia;11.55;104.9167;2/23/20;1;0
;Algeria;28.0339;1.6596;1/22/20;0;0
;Congo (Kinshasa);-4.0383;21.7587;2/21/20;0;0
;Iran;32;53;1/24/20;0;0
;Uruguay;-32.5228;-55.7658;2/2/20;0;0
;Norway;60.472;8.4689;4/7/20;6086;89
;Saint Vincent and the Grenadines;12.9843;-61.2872;4/6/20;7;0
;Austria;47.5162;14.5501;3/17/20;1332;3
;MS Zaandam;0;0;3/1/20;0;0
;Burundi;-3.3731;29.9189;3/12/20;0;0
;Eswatini;-26.5225;31.4659;3/23/20;4;0
;Singapore;1.2833;103.8333;2/12/20;50;0
;Ghana;7.9465;-1.0232;3/7/20;0;0
;Saudi Arabia;24;45;1/29/20;0;0
;Rwanda;-1.9403;29.8739;3/10/20;0;0
;Moldova;47.4116;28.3699;3/18/20;30;1
;Diamond Princess;0;0;3/19/20;712;7
;Ghana;7.9465;-1.0232;2/12/20;0;0
;Jordan;31.24;36.51;3/28/20;246;1
;Belize;13.1939;-59.5432;1/31/20;0;0
"Bonaire; Sint Eustatius and Saba";Netherlands;12.1784;2/5/20;0;0
;Diamond Princess;0;0;3/20/20;712;7
;Djibouti;11.8251;42.5903;2/1/20;0;0
;Libya;26.3351;17.228331;3/27/20;1;0
;Mongolia;46.8625;103.8467;2/24/20;0;0
;Vietnam;16;108;2/6/20;10;0
;Slovenia;46.1512;14.9955;1/30/20;0;0
;Panama;8.538;-80.7821;3/29/20;901;17
;El Salvador;13.7942;-88.8965;2/5/20;0;0
;Papua New Guinea;-6.315;143.9555;3/23/20;1;0
;Burundi;-3.3731;29.9189;3/24/20;0;0
;Madagascar;-18.7669;46.8691;1/23/20;0;0
;Saudi Arabia;24;45;1/30/20;0;0
;Sweden;63;16;2/7/20;1;0
;Georgia;42.3154;43.3569;3/20/20;43;0
;Timor-Leste;-8.874217;125.727539;2/21/20;0;0
;Iran;32;53;3/21/20;20610;1556
;Libya;26.3351;17.228331;2/4/20;0;0
;Cambodia;11.55;104.9167;2/11/20;1;0
;Ghana;7.9465;-1.0232;2/24/20;0;0
;Afghanistan;33;65;3/31/20;174;4
;Uganda;1;32;4/4/20;48;0
;Georgia;42.3154;43.3569;3/19/20;40;0
Saint Pierre and Miquelon;France;46.8852;-56.3159;3/21/20;0;0
;Gambia;13.4432;-15.3101;3/4/20;0;0
;Austria;47.5162;14.5501;3/30/20;9618;108
;Greece;39.0742;21.8243;3/2/20;7;0
;Norway;60.472;8.4689;3/10/20;400;0
;Taiwan*;23.7;121;2/20/20;24;1
;Iceland;64.9631;-19.0208;2/18/20;0;0
;Honduras;15.2;-86.2419;3/12/20;2;0
;Rwanda;-1.9403;29.8739;3/22/20;19;0
;Fiji;-17.7134;178.065;3/16/20;0;0
;Philippines;13;122;2/19/20;3;1
;Bosnia and Herzegovina;43.9159;17.6791;2/10/20;0;0
;Mexico;23.6345;-102.5528;1/28/20;0;0
;Romania;45.9432;24.9668;1/25/20;0;0
;Papua New Guinea;-6.315;143.9555;3/11/20;0;0
;Suriname;3.9193;-56.0278;3/1/20;0;0
;Nigeria;9.082;8.6753;1/31/20;0;0
;Egypt;26;30;3/21/20;294;10
;Zimbabwe;-20;30;2/29/20;0;0
;Austria;47.5162;14.5501;3/29/20;8788;86
;Cuba;22;-80;1/23/20;0;0
;Congo (Kinshasa);-4.0383;21.7587;2/2/20;0;0
;Eswatini;-26.5225;31.4659;3/11/20;0;0
;Mongolia;46.8625;103.8467;2/12/20;0;0
;Tunisia;34;9;1/24/20;0;0
;Djibouti;11.8251;42.5903;4/5/20;59;0
;Panama;8.538;-80.7821;3/30/20;989;24
;Malta;35.9375;14.3754;3/23/20;107;0
;Slovakia;48.669;19.699;2/2/20;0;0
;Norway;60.472;8.4689;3/22/20;2385;7
;Slovenia;46.1512;14.9955;2/16/20;0;0
;Gabon;-0.8037;11.6094;2/12/20;0;0
;Monaco;43.7333;7.4167;3/4/20;1;0
;Madagascar;-18.7669;46.8691;3/19/20;0;0
;Timor-Leste;-8.874217;125.727539;3/5/20;0;0
;Malawi;-13.254308;34.301525;4/7/20;8;1
;Congo (Brazzaville);-4.0383;21.7587;3/8/20;0;0
;Colombia;4.5709;-74.2973;3/5/20;0;0
;Mali;17.570692;-3.996166;3/12/20;0;0
;Saudi Arabia;24;45;3/14/20;103;0
;Grenada;12.1165;-61.679;3/7/20;0;0
;Burkina Faso;12.2383;-1.5616;1/25/20;0;0
;United Arab Emirates;24;54;1/24/20;0;0
;Bosnia and Herzegovina;43.9159;17.6791;3/9/20;3;0
;Armenia;40.0691;45.0382;3/7/20;1;0
;Gambia;13.4432;-15.3101;3/16/20;0;0
;Saudi Arabia;24;45;3/26/20;1012;3
;Venezuela;6.4238;-66.5897;4/2/20;146;5
;Morocco;31.7917;-7.0926;2/6/20;0;0
;Switzerland;46.8182;8.2275;1/24/20;0;0
;Israel;31;35;3/1/20;10;0
;New Zealand;-40.9006;174.886;3/6/20;4;0
;Seychelles;-4.6796;55.492;3/30/20;8;0
;Andorra;42.5063;1.5218;1/29/20;0;0
;United Arab Emirates;24;54;2/7/20;5;0
;Congo (Brazzaville);-4.0383;21.7587;4/5/20;45;5
;Kenya;-0.0236;37.9062;3/26/20;31;1
;Croatia;45.1;15.2;1/26/20;0;0
;Mali;17.570692;-3.996166;3/24/20;0;0
;Kyrgyzstan;41.2044;74.7661;3/28/20;58;0
;Kenya;-0.0236;37.9062;2/15/20;0;0
;Kenya;-0.0236;37.9062;3/14/20;1;0
;"Korea; South";36;2/20/20;31;0
;Saudi Arabia;24;45;4/6/20;2605;38
;Slovenia;46.1512;14.9955;2/28/20;0;0
Western Australia;Australia;-31.9505;115.8605;3/27/20;231;0
;Slovenia;46.1512;14.9955;1/29/20;0;0
;Seychelles;-4.6796;55.492;3/29/20;8;0
;Mozambique;-18.665695;35.529562;2/7/20;0;0
;"Korea; South";36;2/19/20;31;0
;Timor-Leste;-8.874217;125.727539;2/8/20;0;0
;Mexico;23.6345;-102.5528;4/7/20;2439;125
;Nicaragua;12.8654;-85.2072;3/3/20;0;0
;Serbia;44.0165;21.0059;3/9/20;1;0
;Germany;51;9;2/5/20;12;0
;Grenada;12.1165;-61.679;2/12/20;0;0
;Laos;19.85627;102.495496;3/7/20;0;0
;Antigua and Barbuda;17.0608;-61.7964;2/8/20;0;0
;Venezuela;6.4238;-66.5897;3/5/20;0;0
;Ethiopia;9.145;40.4897;2/2/20;0;0
;Ghana;7.9465;-1.0232;4/4/20;205;5
;Panama;8.538;-80.7821;3/17/20;69;1
;Egypt;26;30;1/24/20;0;0
;Seychelles;-4.6796;55.492;3/17/20;4;0
;Thailand;15;101;3/15/20;114;1
;Dominican Republic;18.7357;-70.1627;3/27/20;581;20
;Afghanistan;33;65;1/22/20;0;0
;Togo;8.6195;0.8248;4/3/20;40;3
;United Arab Emirates;24;54;3/21/20;153;2
;Hungary;47.1625;19.5033;2/18/20;0;0
;Costa Rica;9.7489;-83.7534;1/22/20;0;0
;San Marino;43.9424;12.4578;2/4/20;0;0
;Kyrgyzstan;41.2044;74.7661;3/16/20;0;0
;Philippines;13;122;4/5/20;3246;152
;Maldives;3.2028;73.2207;3/4/20;0;0
;Costa Rica;9.7489;-83.7534;2/21/20;0;0
;Gambia;13.4432;-15.3101;4/1/20;4;1
;Guinea-Bissau;11.8037;-15.1804;2/1/20;0;0
;Croatia;45.1;15.2;3/11/20;19;0
;Andorra;42.5063;1.5218;3/14/20;1;0
;Chad;15.4542;18.7322;3/3/20;0;0
Saint Pierre and Miquelon;France;46.8852;-56.3159;1/24/20;0;0
;Portugal;39.3999;-8.2245;2/22/20;0;0
;Kosovo;42.602636;20.902977;1/29/20;0;0
;Norway;60.472;8.4689;1/25/20;0;0
;Cyprus;35.1264;33.4299;2/2/20;0;0
;Rwanda;-1.9403;29.8739;4/3/20;89;0
;Papua New Guinea;-6.315;143.9555;4/8/20;2;0
;Uganda;1;32;1/26/20;0;0
;Grenada;12.1165;-61.679;2/24/20;0;0
;Japan;36;138;2/8/20;25;0
;Malawi;-13.254308;34.301525;3/14/20;0;0
;Costa Rica;9.7489;-83.7534;3/4/20;0;0
;Malta;35.9375;14.3754;1/26/20;0;0
;Sri Lanka;7;81;1/23/20;0;0
;Zimbabwe;-20;30;2/5/20;0;0
;Croatia;45.1;15.2;4/3/20;1079;8
;Malta;35.9375;14.3754;3/8/20;3;0
;Dominican Republic;18.7357;-70.1627;3/15/20;11;0
;Papua New Guinea;-6.315;143.9555;1/26/20;0;0
;San Marino;43.9424;12.4578;2/17/20;0;0
;Thailand;15;101;3/27/20;1136;5
;Switzerland;46.8182;8.2275;3/21/20;6575;75
;Ukraine;48.3794;31.1656;3/3/20;1;0
;Gabon;-0.8037;11.6094;2/24/20;0;0
;Estonia;58.5953;25.0136;3/5/20;3;0
;Lithuania;55.1694;23.8813;2/5/20;0;0
;Croatia;45.1;15.2;3/23/20;315;1
;Sao Tome and Principe;0.18636;6.613081;3/9/20;0;0
;Madagascar;-18.7669;46.8691;3/20/20;3;0
;Saint Lucia;13.9094;-60.9789;1/27/20;0;0
;Bahrain;26.0275;50.55;3/1/20;47;0
;Kenya;-0.0236;37.9062;2/27/20;0;0
;Malawi;-13.254308;34.301525;3/26/20;0;0
;Uzbekistan;41.3775;64.5853;2/9/20;0;0
;Eritrea;15.1794;39.7823;2/18/20;0;0
;Andorra;42.5063;1.5218;3/26/20;224;3
;Guinea;9.9456;-9.6966;1/22/20;0;0
;Gambia;13.4432;-15.3101;3/28/20;3;1
;Malawi;-13.254308;34.301525;2/15/20;0;0
;India;21;78;3/26/20;727;20
;Thailand;15;101;2/16/20;34;0
;Western Sahara;24.2155;-12.8858;3/21/20;0;0
;Malaysia;2.5;112.5;3/2/20;29;0
;Russia;60;90;1/31/20;2;0
;Denmark;56.2639;9.5018;4/3/20;3757;0
;Lithuania;55.1694;23.8813;2/17/20;0;0
;Ethiopia;9.145;40.4897;2/22/20;0;0
;Iceland;64.9631;-19.0208;3/29/20;1020;2
;Saint Vincent and the Grenadines;12.9843;-61.2872;2/16/20;0;0
;Nepal;28.1667;84.25;2/13/20;1;0
;Bangladesh;23.685;90.3563;2/21/20;0;0
;Suriname;3.9193;-56.0278;2/4/20;0;0
;Iceland;64.9631;-19.0208;3/30/20;1086;2
;Mauritania;21.0079;10.9408;2/9/20;0;0
;Kosovo;42.602636;20.902977;3/1/20;0;0
;Somalia;5.1521;46.1996;2/1/20;0;0
;Honduras;15.2;-86.2419;2/25/20;0;0
;Congo (Kinshasa);-4.0383;21.7587;1/22/20;0;0
;Haiti;18.9712;-72.2852;3/25/20;8;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;3/9/20;0;0
;Liberia;6.4281;-9.4295;3/22/20;3;0
;Luxembourg;49.8153;6.1296;2/10/20;0;0
;Brunei;4.5353;114.7277;2/25/20;0;0
;Libya;26.3351;17.228331;2/16/20;0;0
Yukon;Canada;64.2823;-135;4/7/20;7;24
;Ghana;7.9465;-1.0232;1/25/20;0;0
;Hungary;47.1625;19.5033;3/4/20;2;0
;Tunisia;34;9;2/11/20;0;0
Yukon;Canada;64.2823;-135;3/16/20;0;0
;Denmark;56.2639;9.5018;3/18/20;1057;0
;Indonesia;-0.7893;113.9213;4/2/20;1790;170
;"Korea; South";36;3/4/20;5186;28
;Honduras;15.2;-86.2419;2/13/20;0;0
;Iceland;64.9631;-19.0208;4/6/20;1562;6
;Lebanon;33.8547;35.8623;1/27/20;0;0
;Eritrea;15.1794;39.7823;4/1/20;15;0
;Kuwait;29.5;47.75;2/25/20;11;0
;Nepal;28.1667;84.25;3/1/20;1;0
;Ecuador;-1.8312;-78.1834;2/28/20;0;0
;Peru;-9.19;-75.0152;2/5/20;0;0
;South Africa;-30.5595;22.9375;2/20/20;0;0
;Turkey;38.9637;35.2433;3/8/20;0;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;2/28/20;0;0
;Sudan;12.8628;30.2176;2/20/20;0;0
;Somalia;5.1521;46.1996;1/22/20;0;0
;Dominican Republic;18.7357;-70.1627;3/8/20;5;0
;Bhutan;27.5142;90.4336;3/23/20;2;0
;India;21;78;2/1/20;1;0
;Brunei;4.5353;114.7277;2/13/20;0;0
;Liberia;6.4281;-9.4295;3/10/20;0;0
;Belarus;53.7098;27.9534;3/27/20;94;0
;Jordan;31.24;36.51;2/17/20;0;0
;Morocco;31.7917;-7.0926;1/28/20;0;0
;Ethiopia;9.145;40.4897;2/10/20;0;0
;Sweden;63;16;3/4/20;35;0
;Rwanda;-1.9403;29.8739;3/6/20;0;0
;Holy See;41.9029;12.4534;2/6/20;0;0
;South Africa;-30.5595;22.9375;2/19/20;0;0
;Jordan;31.24;36.51;2/29/20;0;0
;Sao Tome and Principe;0.18636;6.613081;2/1/20;0;0
;Liberia;6.4281;-9.4295;1/25/20;0;0
;Mozambique;-18.665695;35.529562;1/27/20;0;0
;Burkina Faso;12.2383;-1.5616;3/22/20;75;4
;Kuwait;29.5;47.75;2/13/20;0;0
;Ecuador;-1.8312;-78.1834;2/16/20;0;0
"Bonaire; Sint Eustatius and Saba";Netherlands;12.1784;2/15/20;0;0
;Tanzania;-6.369;34.8888;3/27/20;13;0
;Tunisia;34;9;2/23/20;0;0
;MS Zaandam;0;0;1/25/20;0;0
;Oman;21;57;2/15/20;0;0
;Albania;41.1533;20.1683;2/18/20;0;0
;Fiji;-17.7134;178.065;2/9/20;0;0
;Botswana;-22.3285;24.6849;2/2/20;0;0
;Croatia;45.1;15.2;3/6/20;11;0
;Spain;40;-4;3/18/20;13910;623
;Saint Kitts and Nevis;17.357822;-62.782998;2/4/20;0;0
;Bhutan;27.5142;90.4336;2/8/20;0;0
;Spain;40;-4;3/31/20;95923;8464
;Bulgaria;42.7339;25.4858;2/15/20;0;0
;Ukraine;48.3794;31.1656;1/24/20;0;0
;Algeria;28.0339;1.6596;2/21/20;0;0
;Costa Rica;9.7489;-83.7534;2/7/20;0;0
;Ireland;53.1424;-7.6921;2/15/20;0;0
;Montenegro;42.5;19.3;3/4/20;0;0
;Nigeria;9.082;8.6753;2/4/20;0;0
;Paraguay;-23.4425;-58.4438;4/6/20;113;5
;West Bank and Gaza;31.9522;35.2332;2/14/20;0;0
;San Marino;43.9424;12.4578;3/1/20;1;0
;Iran;32;53;2/4/20;0;0
;Iraq;33;44;2/16/20;0;0
;Sri Lanka;7;81;3/19/20;60;0
;Equatorial Guinea;1.5;10;1/25/20;0;0
;Belarus;53.7098;27.9534;3/15/20;27;0
;Japan;36;138;3/5/20;360;6
;Maldives;3.2028;73.2207;2/21/20;0;0
;Sudan;12.8628;30.2176;2/19/20;0;0
;Timor-Leste;-8.874217;125.727539;3/19/20;0;0
;Bahamas;25.0343;-77.3963;4/8/20;40;7
;Cote d'Ivoire;7.54;-5.5471;4/7/20;349;3
;Mongolia;46.8625;103.8467;4/7/20;15;0
;Sri Lanka;7;81;3/20/20;73;0
"Bonaire; Sint Eustatius and Saba";Netherlands;12.1784;2/27/20;0;0
;Iceland;64.9631;-19.0208;3/17/20;220;1
;Nicaragua;12.8654;-85.2072;1/25/20;0;0
;Dominica;15.415;-61.371;2/1/20;0;0
;Libya;26.3351;17.228331;2/28/20;0;0
;Nepal;28.1667;84.25;2/25/20;1;0
;Israel;31;35;2/4/20;0;0
;Madagascar;-18.7669;46.8691;3/5/20;0;0
;Timor-Leste;-8.874217;125.727539;3/20/20;0;0
;Andorra;42.5063;1.5218;1/30/20;0;0
;Belgium;50.8333;4;3/18/20;1486;14
;Qatar;25.3548;51.1839;1/26/20;0;0
;Jamaica;18.1096;-77.2975;3/14/20;8;0
;Kuwait;29.5;47.75;2/9/20;0;0
;Dominica;15.415;-61.371;2/23/20;0;0
;Qatar;25.3548;51.1839;2/3/20;0;0
;Venezuela;6.4238;-66.5897;3/27/20;107;1
;Uzbekistan;41.3775;64.5853;3/31/20;172;2
;Bahrain;26.0275;50.55;2/27/20;33;0
;Eswatini;-26.5225;31.4659;4/1/20;9;0
;Estonia;58.5953;25.0136;4/2/20;858;11
;Armenia;40.0691;45.0382;1/27/20;0;0
;Morocco;31.7917;-7.0926;3/3/20;1;0
;Cabo Verde;16.5388;-23.0418;4/6/20;7;1
;Barbados;13.1939;-59.5432;3/5/20;0;0
;Turkey;38.9637;35.2433;1/27/20;0;0
;Sierra Leone;8.460555;-11.779889;3/16/20;0;0
;Argentina;-38.4161;-63.6167;1/25/20;0;0
;Eswatini;-26.5225;31.4659;1/26/20;0;0
;Benin;9.3077;2.3158;2/10/20;0;0
;Cameroon;3.848;11.5021;3/1/20;0;0
;Suriname;3.9193;-56.0278;1/26/20;0;0
;Barbados;13.1939;-59.5432;2/14/20;0;0
;Bosnia and Herzegovina;43.9159;17.6791;4/6/20;674;29
;Dominica;15.415;-61.371;2/11/20;0;0
;Moldova;47.4116;28.3699;1/22/20;0;0
;Holy See;41.9029;12.4534;2/16/20;0;0
;Bahamas;25.0343;-77.3963;1/24/20;0;0
;Bahrain;26.0275;50.55;2/15/20;0;0
;South Sudan;6.877;31.307;3/28/20;0;0
;Colombia;4.5709;-74.2973;4/2/20;1161;19
;Indonesia;-0.7893;113.9213;1/30/20;0;0
;Zambia;-15.4167;28.2833;1/24/20;0;0
;Venezuela;6.4238;-66.5897;3/15/20;10;0
;Barbados;13.1939;-59.5432;2/26/20;0;0
;Estonia;58.5953;25.0136;3/16/20;205;0
;Namibia;-22.9576;18.4904;3/19/20;3;0
;Laos;19.85627;102.495496;4/4/20;10;0
;Taiwan*;23.7;121;2/19/20;23;1
;Monaco;43.7333;7.4167;4/1/20;55;1
;Philippines;13;122;3/8/20;10;1
;Bulgaria;42.7339;25.4858;2/27/20;0;0
;Belgium;50.8333;4;3/31/20;12775;705
;Cote d'Ivoire;7.54;-5.5471;1/26/20;0;0
;Indonesia;-0.7893;113.9213;1/29/20;0;0
;Czechia;49.8175;15.473;2/17/20;0;0
;Sierra Leone;8.460555;-11.779889;3/28/20;0;0
;Fiji;-17.7134;178.065;3/28/20;5;0
Zhejiang;China;29.1832;120.0934;2/11/20;1117;4
;MS Zaandam;0;0;2/4/20;0;0
;Iraq;33;44;2/28/20;7;0
;Chad;15.4542;18.7322;1/25/20;0;0
;Pakistan;30.3753;69.3451;2/27/20;2;0
;Togo;8.6195;0.8248;3/6/20;1;0
;Peru;-9.19;-75.0152;1/26/20;0;0
;Serbia;44.0165;21.0059;2/1/20;0;0
;West Bank and Gaza;31.9522;35.2332;2/4/20;0;0
;Denmark;56.2639;9.5018;3/31/20;2860;0
;Liberia;6.4281;-9.4295;3/5/20;0;0
;South Sudan;6.877;31.307;3/16/20;0;0
;Andorra;42.5063;1.5218;4/4/20;466;17
;Kyrgyzstan;41.2044;74.7661;3/8/20;0;0
;Namibia;-22.9576;18.4904;3/20/20;3;0
;Brazil;-14.235;-51.9253;2/24/20;0;0
;Syria;34.802075;38.996815;1/26/20;0;0
;Sweden;63;16;1/30/20;0;0
;Estonia;58.5953;25.0136;3/28/20;645;1
;Italy;43;12;2/3/20;2;0
;Pakistan;30.3753;69.3451;2/15/20;0;0
;Oman;21;57;2/27/20;4;0
;Benin;9.3077;2.3158;4/1/20;13;0
Yukon;Canada;64.2823;-135;3/28/20;4;2
;Bhutan;27.5142;90.4336;3/11/20;1;0
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;2/4/20;0;0
;Burkina Faso;12.2383;-1.5616;3/10/20;1;0
;Tanzania;-6.369;34.8888;3/15/20;0;0
;Holy See;41.9029;12.4534;2/28/20;0;0
;Burkina Faso;12.2383;-1.5616;4/1/20;282;16
;Cyprus;35.1264;33.4299;1/24/20;0;0
;Sweden;63;16;1/29/20;0;0
;Uzbekistan;41.3775;64.5853;3/18/20;15;0
;Nigeria;9.082;8.6753;3/27/20;70;1
;Lithuania;55.1694;23.8813;2/29/20;1;0
;Vietnam;16;108;3/3/20;16;0
;Albania;41.1533;20.1683;3/2/20;0;0
;Czechia;49.8175;15.473;2/29/20;0;0
Zhejiang;China;29.1832;120.0934;2/23/20;1205;6
;Syria;34.802075;38.996815;3/5/20;0;0
;Cambodia;11.55;104.9167;4/1/20;109;0
;Sudan;12.8628;30.2176;4/8/20;14;2
;Greece;39.0742;21.8243;2/5/20;0;0
;New Zealand;-40.9006;174.886;2/9/20;0;0
;Kazakhstan;48.0196;66.9237;1/22/20;0;0
;Benin;9.3077;2.3158;2/22/20;0;0
;Cabo Verde;16.5388;-23.0418;1/26/20;0;0
;Italy;43;12;1/28/20;0;0
;Mexico;23.6345;-102.5528;3/25/20;405;5
;Liechtenstein;47.14;9.55;2/22/20;0;0
;Algeria;28.0339;1.6596;2/6/20;0;0
;Argentina;-38.4161;-63.6167;3/26/20;502;9
;Suriname;3.9193;-56.0278;2/11/20;0;0
;Liberia;6.4281;-9.4295;3/27/20;3;0
;Pakistan;30.3753;69.3451;3/13/20;28;0
;West Bank and Gaza;31.9522;35.2332;3/3/20;0;0
;Singapore;1.2833;103.8333;3/30/20;879;3
;Kyrgyzstan;41.2044;74.7661;2/9/20;0;0
;Laos;19.85627;102.495496;2/6/20;0;0
